,id,ancestor,size,radius,mass,velocity dispersion,virial parameter
0,0,0,77.933153,4.980652,363254.667068,10.489322,1.810302
1,1,1,70.681182,4.74326,487034.773377,1.125113,0.014794
2,5,3,157.704833,7.085126,1425294.86345,15.819622,1.49285
3,6,6,62.305666,4.453371,382067.36967,8.051255,0.906687
4,10,10,173.128039,7.423501,915511.768649,5.221233,0.26526
5,12,3,62.254596,4.451545,383534.329785,19.581304,5.340366
6,18,16,70.017269,4.720931,306535.745529,9.686572,1.734075
7,19,4,309.740872,9.92943,5864529.528554,16.787018,0.572558
8,20,3,342.221531,10.437073,3737496.534093,10.533383,0.371805
9,21,4,89.985724,5.351948,1747754.742516,28.334738,2.950197
10,22,4,58.4754,4.314313,653901.655504,7.41653,0.435494
11,23,4,110.15846,5.921531,1758646.122546,11.604802,0.544142
12,25,16,131.965443,6.481196,934474.387914,42.383686,14.95087
13,26,26,61.131051,4.411192,256565.060301,8.378032,1.448184
14,27,16,92.743516,5.433339,489078.703428,10.558238,1.486114
15,28,16,59.241453,4.342481,401429.231336,11.327633,1.665668
16,29,4,206.374751,8.105006,2333107.162518,9.976287,0.414895
17,30,31,79.056697,5.016426,425700.599542,5.958279,0.502011
18,32,32,114.141937,6.027645,636886.938475,6.622719,0.498126
19,33,4,90.241075,5.359536,1190785.642306,6.056718,0.19813
20,35,4,172.464126,7.409253,3153203.801309,27.748312,2.171085
21,36,31,126.756281,6.35199,722196.366579,7.49424,0.592777
22,37,4,71.140814,4.758658,737816.524745,10.949923,0.927982
23,38,4,74.92001,4.883419,1422312.929313,33.050704,4.500611
24,39,4,68.485162,4.668994,942212.741997,37.06617,8.169792
